,Player,Pos,Age,Tm_x,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Tm_y,2021-22,2022-23,2023-24,2024-25,2025-26,2026-27,Signed Using,Guaranteed
176,"Goodwin, Brandon",PG,25,ATL,47,5,13.2,1.8,4.7,.377,0.7,2.2,.311,1.1,2.6,.433,.448,0.6,0.9,.651,0.2,1.3,1.5,2.0,0.4,0.0,0.8,0.9,4.9,CLE,0.0,0.0,0.0,0.0,0.0,0.0,,99380.0
177,"Gordon, Aaron",PF,25,TOT,50,50,27.7,4.6,10.0,.463,1.2,3.5,.335,3.4,6.5,.533,.522,1.9,3.0,.651,1.5,4.1,5.7,3.2,0.7,0.7,1.9,1.8,12.4,DEN,16409091.0,19690909.0,21266182.0,22841455.0,22841455.0,0.0,Bird Rights,80207637.0
178,"Gordon, Aaron",PF,25,ORL,25,25,29.4,5.1,11.7,.437,1.7,4.5,.375,3.4,7.2,.475,.509,2.6,4.2,.629,1.6,5.1,6.6,4.2,0.6,0.8,2.7,2.0,14.6,DEN,16409091.0,19690909.0,21266182.0,22841455.0,22841455.0,0.0,Bird Rights,80207637.0
179,"Gordon, Aaron",PF,25,DEN,25,25,25.9,4.1,8.2,.500,0.7,2.6,.266,3.4,5.7,.606,.541,1.2,1.8,.705,1.5,3.2,4.7,2.2,0.7,0.6,1.2,1.6,10.2,DEN,16409091.0,19690909.0,21266182.0,22841455.0,22841455.0,0.0,Bird Rights,80207637.0
180,"Gordon, Eric",SG,32,HOU,27,13,29.2,5.9,13.6,.433,2.6,7.8,.329,3.3,5.8,.573,.527,3.5,4.2,.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6,17.8,HOU,18218818.0,19568360.0,20917902.0,0.0,0.0,0.0,Cap Space,37787178.0
181,"Graham, Devonte'",PG,25,CHO,55,44,30.2,4.6,12.2,.377,3.3,8.7,.375,1.3,3.5,.380,.510,2.4,2.9,.842,0.4,2.3,2.7,5.4,0.9,0.1,1.5,1.4,14.8,NOP,11000000.0,11550000.0,12100000.0,12650000.0,0.0,0.0,Sign and Trade,37500000.0
182,"Grant, Jerami",SF,26,DET,54,54,33.9,7.4,17.3,.429,2.1,6.1,.350,5.3,11.2,.473,.491,5.4,6.4,.845,0.6,4.0,4.6,2.8,0.6,1.1,2.0,2.3,22.3,DET,20000000.0,20952381.0,0.0,0.0,0.0,0.0,Sign and Trade,40952381.0
183,"Green, Danny",SF,33,PHI,69,69,28.0,3.2,7.9,.412,2.5,6.3,.405,0.7,1.6,.438,.573,0.4,0.6,.775,0.8,3.0,3.8,1.7,1.3,0.8,1.0,1.8,9.5,PHI,10000000.0,10000000.0,0.0,0.0,0.0,0.0,Early Bird,10000000.0
184,"Green, Draymond",PF,30,GSW,63,63,31.5,2.7,6.0,.447,0.5,2.0,.270,2.2,4.0,.535,.492,1.1,1.4,.795,0.9,6.3,7.1,8.9,1.7,0.8,3.0,3.1,7.0,GSW,24026712.0,25806469.0,27586225.0,0.0,0.0,0.0,Bird Rights,49833181.0
185,"Green, JaMychal",PF,30,DEN,58,5,19.3,3.0,6.4,.463,1.4,3.4,.399,1.6,3.0,.534,.568,0.8,1.0,.807,1.5,3.3,4.8,0.9,0.4,0.4,0.9,2.5,8.1,DEN,8292683.0,8707317.0,0.0,0.0,0.0,0.0,Non Bird,17000000.0
186,"Green, Javonte",SF-SG,27,TOT,41,2,11.5,1.3,2.5,.520,0.2,0.7,.333,1.0,1.8,.597,.569,0.7,1.0,.750,0.6,1.1,1.7,0.4,0.7,0.1,0.5,1.1,3.6,CHI,1669178.0,1815677.0,0.0,0.0,0.0,0.0,Minimum Salary,3484855.0
187,"Green, Javonte",SF,27,BOS,25,2,13.8,1.6,2.8,.549,0.3,0.9,.318,1.3,2.0,.653,.599,0.8,1.2,.667,0.8,1.3,2.1,0.4,0.7,0.1,0.5,1.3,4.2,CHI,1669178.0,1815677.0,0.0,0.0,0.0,0.0,Minimum Salary,3484855.0
188,"Green, Javonte",SG,27,CHI,16,0,8.0,0.9,1.9,.452,0.2,0.5,.375,0.7,1.4,.478,.500,0.6,0.6,1.000,0.4,0.8,1.2,0.4,0.6,0.3,0.4,0.8,2.6,CHI,1669178.0,1815677.0,0.0,0.0,0.0,0.0,Minimum Salary,3484855.0
189,"Green, Jeff",C,34,BRK,68,38,27.0,3.8,7.8,.492,1.5,3.7,.412,2.3,4.1,.564,.590,1.8,2.4,.776,0.5,3.4,3.9,1.6,0.5,0.4,0.8,1.8,11.0,DEN,4500000.0,4500000.0,0.0,0.0,0.0,0.0,MLE,4500000.0
190,"Green, Josh",SG,20,DAL,39,5,11.4,1.1,2.4,.452,0.1,0.6,.160,1.0,1.7,.559,.473,0.3,0.6,.565,0.7,1.3,2.0,0.7,0.4,0.1,0.4,0.9,2.6,DAL,2957520.0,3098400.0,4765339.0,0.0,0.0,0.0,1st Round Pick,6055920.0
191,"Griffin, Blake",PF,31,TOT,46,30,25.8,3.8,8.9,.423,1.5,4.5,.341,2.3,4.5,.505,.509,1.9,2.5,.744,0.8,4.1,4.9,3.0,0.7,0.3,1.3,2.4,11.0,DET,32405817.0,0.0,0.0,0.0,0.0,0.0,,29764126.0
192,"Griffin, Blake",PF,31,TOT,46,30,25.8,3.8,8.9,.423,1.5,4.5,.341,2.3,4.5,.505,.509,1.9,2.5,.744,0.8,4.1,4.9,3.0,0.7,0.3,1.3,2.4,11.0,BRK,32405817.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2641691.0
193,"Griffin, Blake",PF,31,DET,20,20,31.3,4.1,11.1,.365,2.0,6.2,.315,2.1,4.9,.429,.453,2.2,3.1,.710,0.4,4.9,5.2,3.9,0.7,0.1,1.6,2.1,12.3,DET,32405817.0,0.0,0.0,0.0,0.0,0.0,,29764126.0
194,"Griffin, Blake",PF,31,DET,20,20,31.3,4.1,11.1,.365,2.0,6.2,.315,2.1,4.9,.429,.453,2.2,3.1,.710,0.4,4.9,5.2,3.9,0.7,0.1,1.6,2.1,12.3,BRK,32405817.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2641691.0
195,"Griffin, Blake",PF,31,BRK,26,10,21.5,3.6,7.3,.492,1.2,3.1,.383,2.4,4.2,.574,.574,1.7,2.1,.782,1.1,3.6,4.7,2.4,0.7,0.5,1.2,2.7,10.0,DET,32405817.0,0.0,0.0,0.0,0.0,0.0,,29764126.0
196,"Griffin, Blake",PF,31,BRK,26,10,21.5,3.6,7.3,.492,1.2,3.1,.383,2.4,4.2,.574,.574,1.7,2.1,.782,1.1,3.6,4.7,2.4,0.7,0.5,1.2,2.7,10.0,BRK,32405817.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2641691.0
197,"Guy, Kyle",PG,23,SAC,31,0,7.6,0.9,2.8,.330,0.4,1.5,.283,0.5,1.4,.381,.403,0.5,0.6,.800,0.2,1.0,1.1,1.0,0.2,0.0,0.4,0.6,2.8,MIA,0.0,0.0,0.0,0.0,0.0,0.0,,191860.0
198,"Guy, Kyle",PG,23,SAC,31,0,7.6,0.9,2.8,.330,0.4,1.5,.283,0.5,1.4,.381,.403,0.5,0.6,.800,0.2,1.0,1.1,1.0,0.2,0.0,0.4,0.6,2.8,MIA,0.0,0.0,0.0,0.0,0.0,0.0,,191860.0
199,"Hachimura, Rui",PF,22,WAS,57,57,31.5,5.4,11.4,.478,0.8,2.4,.328,4.6,9.0,.519,.513,2.2,2.8,.770,0.9,4.6,5.5,1.4,0.8,0.1,1.2,2.1,13.8,WAS,4916160.0,6263188.0,0.0,0.0,0.0,0.0,1st Round Pick,11179348.0
200,"Haliburton, Tyrese",PG,20,SAC,58,20,30.1,5.0,10.7,.472,2.1,5.1,.409,2.9,5.6,.529,.569,0.8,1.0,.857,0.7,2.3,3.0,5.3,1.3,0.5,1.6,1.4,13.0,SAC,4023600.0,4215120.0,5808435.0,0.0,0.0,0.0,1st Round Pick,8238720.0
201,"Hampton, R.J.",SG-PG,19,TOT,51,1,17.4,2.7,6.1,.435,0.5,1.7,.310,2.1,4.4,.482,.478,1.1,1.6,.671,0.6,2.9,3.5,1.7,0.4,0.2,1.0,1.2,6.9,ORL,2303040.0,2412840.0,4220057.0,0.0,0.0,0.0,1st Round Pick,4715880.0
202,"Hampton, R.J.",PG,19,DEN,25,0,9.3,1.0,2.4,.417,0.2,0.7,.278,0.8,1.7,.476,.458,0.4,0.5,.750,0.4,1.6,2.0,0.6,0.2,0.1,0.4,0.9,2.6,ORL,2303040.0,2412840.0,4220057.0,0.0,0.0,0.0,1st Round Pick,4715880.0
203,"Hampton, R.J.",SG,19,ORL,26,1,25.2,4.3,9.7,.439,0.8,2.7,.319,3.4,7.1,.484,.482,1.8,2.7,.657,0.7,4.2,5.0,2.8,0.6,0.3,1.6,1.5,11.2,ORL,2303040.0,2412840.0,4220057.0,0.0,0.0,0.0,1st Round Pick,4715880.0
204,"Jr., Hardaway, Tim",SG,28,DAL,70,31,28.4,5.8,13.0,.447,3.0,7.6,.391,2.9,5.5,.524,.560,2.0,2.5,.816,0.3,3.0,3.3,1.8,0.4,0.2,0.9,1.6,16.6,DAL,21306816.0,19602273.0,17897728.0,16193183.0,0.0,0.0,Bird,75000000.0
205,"Harden, James",PG-SG,31,TOT,44,43,36.6,7.8,16.7,.466,2.8,7.6,.362,5.0,9.1,.553,.548,6.3,7.3,.861,0.8,7.1,7.9,10.8,1.2,0.8,4.0,2.3,24.6,BRK,43848000.0,46872000.0,0.0,0.0,0.0,0.0,Bird Rights,43848000.0
206,"Harden, James",SG,31,HOU,8,8,36.3,7.5,16.9,.444,3.1,9.0,.347,4.4,7.9,.556,.537,6.6,7.5,.883,0.6,4.5,5.1,10.4,0.9,0.8,4.3,1.8,24.8,BRK,43848000.0,46872000.0,0.0,0.0,0.0,0.0,Bird Rights,43848000.0
207,"Harden, James",PG,31,BRK,36,35,36.6,7.8,16.6,.471,2.7,7.3,.366,5.2,9.4,.552,.551,6.3,7.3,.856,0.8,7.7,8.5,10.9,1.3,0.8,4.0,2.4,24.6,BRK,43848000.0,46872000.0,0.0,0.0,0.0,0.0,Bird Rights,43848000.0
208,"Harkless, Maurice",PF-SF,27,TOT,37,23,20.9,1.9,4.5,.418,0.6,2.3,.274,1.2,2.2,.568,.488,0.9,1.2,.767,0.4,2.1,2.4,1.2,0.8,0.5,0.6,2.3,5.2,SAC,4347600.0,4564980.0,0.0,0.0,0.0,0.0,Non Bird,8912580.0
209,"Harkless, Maurice",SF,27,MIA,11,3,11.3,0.5,1.2,.385,0.5,1.0,.455,0.0,0.2,.000,.577,0.0,0.2,.000,0.2,1.0,1.2,0.6,0.2,0.4,0.3,1.3,1.4,SAC,4347600.0,4564980.0,0.0,0.0,0.0,0.0,Non Bird,8912580.0
210,"Harkless, Maurice",PF,27,SAC,26,20,24.9,2.5,5.8,.421,0.7,2.8,.247,1.8,3.0,.582,.480,1.3,1.6,.805,0.4,2.5,2.9,1.4,1.1,0.6,0.7,2.8,6.9,SAC,4347600.0,4564980.0,0.0,0.0,0.0,0.0,Non Bird,8912580.0
211,"Harrell, Montrezl",C,27,LAL,69,1,22.9,5.4,8.7,.622,0.0,0.1,.000,5.4,8.6,.632,.622,2.6,3.7,.707,2.3,3.9,6.2,1.1,0.7,0.7,1.1,1.9,13.5,WAS,9720900.0,0.0,0.0,0.0,0.0,0.0,MLE,9720900.0
212,"Harris, Gary",SG,26,TOT,39,38,27.7,3.5,8.8,.400,1.2,3.6,.340,2.3,5.2,.441,.470,1.6,2.0,.821,0.5,1.5,2.0,2.0,0.7,0.3,0.9,1.8,9.9,ORL,20482143.0,0.0,0.0,0.0,0.0,0.0,1st Round Pick,20482143.0
213,"Harris, Gary",SG,26,DEN,19,19,30.6,3.6,8.2,.442,1.3,3.9,.320,2.4,4.3,.556,.519,1.2,1.6,.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7,ORL,20482143.0,0.0,0.0,0.0,0.0,0.0,1st Round Pick,20482143.0
214,"Harris, Gary",SG,26,ORL,20,19,25.0,3.5,9.5,.365,1.2,3.3,.364,2.3,6.2,.366,.429,2.1,2.4,.875,0.4,1.2,1.6,2.3,0.6,0.4,1.2,1.7,10.2,ORL,20482143.0,0.0,0.0,0.0,0.0,0.0,1st Round Pick,20482143.0
215,"Harris, Joe",SF,29,BRK,69,65,31.0,5.2,10.2,.505,3.1,6.4,.475,2.1,3.8,.555,.654,0.7,0.9,.778,0.6,3.0,3.6,1.9,0.7,0.2,0.9,2.0,14.1,BRK,17357143.0,18642857.0,19928571.0,0.0,0.0,0.0,Bird,55928571.0
216,"Harris, Tobias",PF,28,PHI,62,62,32.5,7.6,14.9,.512,1.3,3.4,.394,6.3,11.5,.546,.556,2.9,3.3,.892,1.0,5.8,6.8,3.5,0.9,0.8,1.7,1.9,19.5,PHI,36000000.0,38482759.0,40965517.0,0.0,0.0,0.0,Bird Rights,115448276.0
217,"Harrison, Shaquille",SG,27,TOT,34,0,9.8,0.8,2.3,.333,0.1,0.5,.188,0.7,1.8,.371,.353,0.5,0.6,.818,0.2,1.2,1.4,0.7,0.5,0.1,0.3,1.0,2.1,BRK,102831.0,0.0,0.0,0.0,0.0,0.0,,203919.0
218,"Harrison, Shaquille",SG,27,TOT,34,0,9.8,0.8,2.3,.333,0.1,0.5,.188,0.7,1.8,.371,.353,0.5,0.6,.818,0.2,1.2,1.4,0.7,0.5,0.1,0.3,1.0,2.1,MEM,102831.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,102831.0
219,"Harrison, Shaquille",SG,27,TOT,34,0,9.8,0.8,2.3,.333,0.1,0.5,.188,0.7,1.8,.371,.353,0.5,0.6,.818,0.2,1.2,1.4,0.7,0.5,0.1,0.3,1.0,2.1,BRK,102831.0,0.0,0.0,0.0,0.0,0.0,,203919.0
220,"Harrison, Shaquille",SG,27,UTA,17,0,3.3,0.4,1.2,.300,0.0,0.1,.000,0.4,1.1,.333,.300,0.3,0.4,.833,0.2,0.4,0.5,0.5,0.1,0.0,0.3,0.2,1.0,BRK,102831.0,0.0,0.0,0.0,0.0,0.0,,203919.0
221,"Harrison, Shaquille",SG,27,UTA,17,0,3.3,0.4,1.2,.300,0.0,0.1,.000,0.4,1.1,.333,.300,0.3,0.4,.833,0.2,0.4,0.5,0.5,0.1,0.0,0.3,0.2,1.0,MEM,102831.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,102831.0
222,"Harrison, Shaquille",SG,27,UTA,17,0,3.3,0.4,1.2,.300,0.0,0.1,.000,0.4,1.1,.333,.300,0.3,0.4,.833,0.2,0.4,0.5,0.5,0.1,0.0,0.3,0.2,1.0,BRK,102831.0,0.0,0.0,0.0,0.0,0.0,,203919.0
223,"Harrison, Shaquille",SG,27,DEN,17,0,16.3,1.2,3.4,.345,0.2,0.8,.214,1.0,2.6,.386,.371,0.8,0.9,.813,0.2,2.1,2.3,0.9,0.9,0.3,0.4,1.8,3.3,BRK,102831.0,0.0,0.0,0.0,0.0,0.0,,203919.0
224,"Harrison, Shaquille",SG,27,DEN,17,0,16.3,1.2,3.4,.345,0.2,0.8,.214,1.0,2.6,.386,.371,0.8,0.9,.813,0.2,2.1,2.3,0.9,0.9,0.3,0.4,1.8,3.3,MEM,102831.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,102831.0
225,"Harrison, Shaquille",SG,27,DEN,17,0,16.3,1.2,3.4,.345,0.2,0.8,.214,1.0,2.6,.386,.371,0.8,0.9,.813,0.2,2.1,2.3,0.9,0.9,0.3,0.4,1.8,3.3,BRK,102831.0,0.0,0.0,0.0,0.0,0.0,,203919.0
226,"Hart, Josh",SF,25,NOP,47,4,28.7,3.2,7.3,.439,1.3,4.1,.326,1.9,3.2,.583,.531,1.5,1.9,.775,1.1,6.9,8.0,2.3,0.8,0.3,1.0,2.4,9.2,NOP,12000000.0,12960000.0,12960000.0,0.0,0.0,0.0,Bird,12000000.0
227,"Hartenstein, Isaiah",C,22,TOT,46,2,12.2,2.0,3.7,.550,0.0,0.1,.333,2.0,3.6,.558,.556,1.0,1.5,.648,1.4,2.5,3.9,1.2,0.4,0.8,1.0,2.3,5.1,LAC,3430810.0,0.0,0.0,0.0,0.0,0.0,,0.0
228,"Hartenstein, Isaiah",C,22,TOT,46,2,12.2,2.0,3.7,.550,0.0,0.1,.333,2.0,3.6,.558,.556,1.0,1.5,.648,1.4,2.5,3.9,1.2,0.4,0.8,1.0,2.3,5.1,CLE,3430810.0,0.0,0.0,0.0,0.0,0.0,,0.0
229,"Hartenstein, Isaiah",C,22,DEN,30,0,9.1,1.4,2.7,.513,0.0,0.0,,1.4,2.7,.513,.513,0.7,1.2,.611,1.3,1.5,2.8,0.5,0.4,0.7,0.7,2.0,3.5,LAC,3430810.0,0.0,0.0,0.0,0.0,0.0,,0.0
230,"Hartenstein, Isaiah",C,22,DEN,30,0,9.1,1.4,2.7,.513,0.0,0.0,,1.4,2.7,.513,.513,0.7,1.2,.611,1.3,1.5,2.8,0.5,0.4,0.7,0.7,2.0,3.5,CLE,3430810.0,0.0,0.0,0.0,0.0,0.0,,0.0
231,"Hartenstein, Isaiah",C,22,CLE,16,2,17.9,3.3,5.7,.582,0.1,0.4,.333,3.2,5.3,.600,.593,1.5,2.2,.686,1.6,4.4,6.0,2.5,0.5,1.2,1.4,2.8,8.3,LAC,3430810.0,0.0,0.0,0.0,0.0,0.0,,0.0
232,"Hartenstein, Isaiah",C,22,CLE,16,2,17.9,3.3,5.7,.582,0.1,0.4,.333,3.2,5.3,.600,.593,1.5,2.2,.686,1.6,4.4,6.0,2.5,0.5,1.2,1.4,2.8,8.3,CLE,3430810.0,0.0,0.0,0.0,0.0,0.0,,0.0
233,"Haslem, Udonis",C,40,MIA,1,0,3.0,2.0,2.0,1.000,0.0,0.0,,2.0,2.0,1.000,1.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,MIA,2641691.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2641691.0
234,"Hayes, Jaxson",C,20,NOP,60,3,16.1,2.9,4.7,.625,0.1,0.2,.429,2.8,4.4,.635,.636,1.6,2.0,.775,1.5,2.8,4.3,0.6,0.4,0.6,0.7,1.7,7.5,NOP,5348280.0,6803012.0,0.0,0.0,0.0,0.0,1st Round Pick,12151292.0
235,"Hayes, Killian",PG,19,DET,26,18,25.8,2.7,7.7,.353,0.8,2.8,.278,2.0,5.0,.395,.403,0.5,0.7,.824,0.2,2.4,2.7,5.3,1.0,0.4,3.2,2.2,6.8,DET,5572680.0,5837760.0,7413955.0,0.0,0.0,0.0,1st Round Pick,11410440.0
236,"Hayward, Gordon",SF,30,CHO,44,44,34.0,7.1,15.0,.473,1.9,4.7,.415,5.1,10.3,.499,.537,3.5,4.2,.843,0.8,5.0,5.9,4.1,1.2,0.3,2.1,1.7,19.6,CHO,29900000.0,30100000.0,31500000.0,0.0,0.0,0.0,Sign and Trade,91500000.0
237,"Hernangómez, Juancho",PF,25,MIN,52,6,17.3,2.5,5.8,.435,1.1,3.2,.327,1.4,2.5,.573,.527,1.2,1.9,.619,0.9,3.1,3.9,0.7,0.4,0.1,0.5,1.0,7.2,SAS,6175440.0,6632880.0,0.0,0.0,0.0,0.0,Bird,6175440.0
238,"Hernangómez, Willy",C,26,NOP,47,12,18.0,3.2,5.7,.563,0.0,0.2,.100,3.2,5.5,.581,.565,1.3,2.0,.667,2.5,4.6,7.1,1.1,0.5,0.5,0.7,1.4,7.8,NOP,2327220.0,2443581.0,2559942.0,0.0,0.0,0.0,Non Bird,4770801.0
239,"Herro, Tyler",SG,21,MIA,54,15,30.3,5.7,12.9,.439,2.0,5.5,.360,3.7,7.4,.498,.516,1.7,2.2,.803,0.5,4.5,5.0,3.4,0.6,0.3,1.9,1.3,15.1,MIA,4004280.0,5722116.0,0.0,0.0,0.0,0.0,1st Round Pick,9726396.0
240,"Hield, Buddy",SG,28,SAC,71,71,34.3,5.7,14.0,.406,4.0,10.2,.391,1.7,3.8,.446,.548,1.2,1.5,.846,0.4,4.3,4.7,3.6,0.9,0.4,1.8,2.5,16.6,SAC,22477273.0,20522727.0,18568182.0,0.0,0.0,0.0,1st Round pick,61568182.0
241,"Hill, George",PG,34,TOT,30,17,22.4,3.2,6.6,.482,1.0,2.7,.388,2.1,3.9,.547,.561,1.3,1.7,.800,0.5,1.5,2.0,2.4,0.8,0.2,1.0,1.0,8.7,MIL,4000000.0,4000000.0,0.0,0.0,0.0,0.0,MLE,8000000.0
242,"Hill, George",PG,34,TOT,30,17,22.4,3.2,6.6,.482,1.0,2.7,.388,2.1,3.9,.547,.561,1.3,1.7,.800,0.5,1.5,2.0,2.4,0.8,0.2,1.0,1.0,8.7,PHI,4000000.0,4000000.0,0.0,0.0,0.0,0.0,,1275491.0
243,"Hill, George",PG,34,OKC,14,14,26.4,4.4,8.6,.508,1.6,4.1,.386,2.8,4.5,.619,.600,1.5,1.8,.840,0.6,1.5,2.1,3.1,0.9,0.1,0.9,0.9,11.8,MIL,4000000.0,4000000.0,0.0,0.0,0.0,0.0,MLE,8000000.0
244,"Hill, George",PG,34,OKC,14,14,26.4,4.4,8.6,.508,1.6,4.1,.386,2.8,4.5,.619,.600,1.5,1.8,.840,0.6,1.5,2.1,3.1,0.9,0.1,0.9,0.9,11.8,PHI,4000000.0,4000000.0,0.0,0.0,0.0,0.0,,1275491.0
245,"Hill, George",PG,34,PHI,16,3,18.9,2.1,4.8,.442,0.6,1.4,.391,1.6,3.4,.463,.500,1.2,1.6,.760,0.5,1.5,2.0,1.9,0.7,0.2,1.2,1.2,6.0,MIL,4000000.0,4000000.0,0.0,0.0,0.0,0.0,MLE,8000000.0
246,"Hill, George",PG,34,PHI,16,3,18.9,2.1,4.8,.442,0.6,1.4,.391,1.6,3.4,.463,.500,1.2,1.6,.760,0.5,1.5,2.0,1.9,0.7,0.2,1.2,1.2,6.0,PHI,4000000.0,4000000.0,0.0,0.0,0.0,0.0,,1275491.0
247,"Hill, Solomon",PF,29,ATL,71,16,21.3,1.5,4.2,.359,1.0,3.0,.321,0.5,1.2,.453,.473,0.5,0.6,.761,0.6,2.4,3.0,1.1,0.7,0.2,0.6,1.6,4.5,NYK,2389641.0,0.0,0.0,0.0,0.0,0.0,,2389641.0
248,"Holiday, Aaron",PG,24,IND,66,8,17.8,2.6,6.6,.390,1.0,2.8,.368,1.6,3.8,.406,.467,1.0,1.3,.819,0.2,1.1,1.3,1.9,0.7,0.2,1.0,1.4,7.2,WAS,3980551.0,0.0,0.0,0.0,0.0,0.0,1st Round Pick,3980551.0
249,"Holiday, Jrue",PG,30,MIL,59,56,32.3,7.0,13.9,.503,1.9,4.8,.392,5.1,9.2,.561,.570,1.8,2.3,.787,1.2,3.3,4.5,6.1,1.6,0.6,2.2,1.7,17.7,MIL,30133333.0,32393333.0,34653333.0,36913333.0,0.0,0.0,Bird,97179999.0
250,"Holiday, Justin",SG,31,IND,72,52,30.3,3.6,8.7,.413,2.4,6.3,.382,1.2,2.4,.494,.551,0.9,1.2,.788,0.4,3.1,3.6,1.7,1.0,0.6,0.8,1.9,10.5,IND,6006420.0,6292440.0,0.0,0.0,0.0,0.0,Non Bird,12298860.0
251,"Holmes, Richaun",C,27,SAC,61,61,29.2,6.0,9.4,.637,0.0,0.2,.182,6.0,9.2,.645,.638,2.2,2.8,.794,2.4,5.9,8.3,1.7,0.6,1.6,1.2,3.5,14.2,SAC,10384500.0,11215260.0,12046020.0,12876780.0,0.0,0.0,Early Bird,33645780.0
252,"Hood, Rodney",SF,28,TOT,55,5,17.1,1.7,4.7,.362,0.6,2.1,.301,1.1,2.7,.408,.427,0.4,0.5,.857,0.4,1.5,1.9,1.0,0.4,0.1,0.7,1.3,4.5,MIL,2239544.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2239544.0
253,"Hood, Rodney",SF,28,POR,38,5,19.1,1.9,5.3,.363,0.7,2.2,.298,1.3,3.1,.410,.425,0.2,0.3,.750,0.5,1.4,1.9,1.2,0.5,0.1,0.8,1.6,4.7,MIL,2239544.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2239544.0
254,"Hood, Rodney",SF,28,TOR,17,0,12.7,1.2,3.5,.356,0.5,1.7,.310,0.7,1.8,.400,.432,0.9,0.9,.938,0.3,1.5,1.8,0.4,0.2,0.2,0.3,0.9,3.9,MIL,2239544.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2239544.0
255,"Horford, Al",C,34,OKC,28,28,27.9,5.8,12.9,.450,2.0,5.4,.368,3.8,7.4,.510,.528,0.6,0.8,.818,1.0,5.7,6.7,3.4,0.9,0.9,1.0,1.7,14.2,BOS,27000000.0,26500000.0,0.0,0.0,0.0,0.0,Cap Space,41500000.0
256,"Horton-Tucker, Talen",SG,20,LAL,65,4,20.1,3.4,7.5,.458,0.6,2.0,.282,2.9,5.5,.522,.496,1.5,2.0,.775,0.4,2.2,2.6,2.8,1.0,0.3,1.6,2.0,9.0,LAL,9500000.0,10260000.0,11020000.0,0.0,0.0,0.0,Early Bird,19760000.0
257,"Jr., House, Danuel",SF,27,HOU,36,23,25.9,3.1,7.6,.404,1.5,4.3,.346,1.6,3.2,.483,.504,1.1,1.8,.651,0.5,3.2,3.7,1.9,0.6,0.4,1.0,1.9,8.8,HOU,1498955.0,0.0,0.0,0.0,0.0,0.0,,1387498.0
258,"Jr., House, Danuel",SF,27,HOU,36,23,25.9,3.1,7.6,.404,1.5,4.3,.346,1.6,3.2,.483,.504,1.1,1.8,.651,0.5,3.2,3.7,1.9,0.6,0.4,1.0,1.9,8.8,UTA,1498955.0,0.0,0.0,0.0,0.0,0.0,,222914.0
259,"Jr., House, Danuel",SF,27,HOU,36,23,25.9,3.1,7.6,.404,1.5,4.3,.346,1.6,3.2,.483,.504,1.1,1.8,.651,0.5,3.2,3.7,1.9,0.6,0.4,1.0,1.9,8.8,UTA,1498955.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,222914.0
260,"Jr., House, Danuel",SF,27,HOU,36,23,25.9,3.1,7.6,.404,1.5,4.3,.346,1.6,3.2,.483,.504,1.1,1.8,.651,0.5,3.2,3.7,1.9,0.6,0.4,1.0,1.9,8.8,NYK,1498955.0,0.0,0.0,0.0,0.0,0.0,,111457.0
261,"Howard, Dwight",C,35,PHI,69,6,17.3,2.6,4.4,.587,0.1,0.3,.250,2.5,4.1,.611,.596,1.8,3.0,.576,2.8,5.7,8.4,0.9,0.4,0.9,1.6,2.9,7.0,LAL,2641691.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2641691.0
262,"Huerter, Kevin",SG,22,ATL,69,49,30.8,4.6,10.6,.432,2.0,5.6,.363,2.6,5.0,.510,.528,0.7,0.9,.781,0.6,2.8,3.3,3.5,1.2,0.3,1.1,2.4,11.9,ATL,4253357.0,14508929.0,15669643.0,16830357.0,17991071.0,0.0,1st Round Pick,69253357.0
263,"Hughes, Elijah",SF,22,UTA,18,0,3.6,0.6,1.7,.333,0.4,1.3,.348,0.1,0.4,.286,.467,0.2,0.2,.750,0.1,0.4,0.5,0.3,0.1,0.1,0.3,0.1,1.7,UTA,1517981.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,1517981.0
264,"Hunter, De'Andre",SF,23,ATL,23,19,29.5,5.2,10.8,.484,1.3,4.1,.326,3.9,6.7,.582,.546,3.2,3.7,.859,0.7,4.0,4.8,1.9,0.8,0.5,1.3,2.6,15.0,ATL,7775400.0,9835881.0,0.0,0.0,0.0,0.0,1st Round Pick,17611281.0
