,Player,Pos,Age,Tm_x,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Tm_y,2021-22,2022-23,2023-24,2024-25,2025-26,2026-27,Signed Using,Guaranteed
456,"Robinson, Duncan",SF,26,MIA,72,72,31.4,4.4,10.0,.439,3.5,8.5,.408,0.9,1.4,.625,.614,0.9,1.0,.827,0.1,3.4,3.5,1.8,0.6,0.3,1.1,2.5,13.1,MIA,15560000.0,16902000.0,18154000.0,19406000.0,19888000.0,0.0,Bird,79910000.0
457,"Robinson, Mitchell",C,22,NYK,31,29,27.5,3.7,5.7,.653,0.0,0.0,,3.7,5.7,.653,.653,0.8,1.7,.491,3.6,4.5,8.1,0.5,1.1,1.5,0.8,2.8,8.3,NYK,1802057.0,0.0,0.0,0.0,0.0,0.0,MLE,1802057.0
458,"Roby, Isaiah",PF,22,OKC,61,34,23.4,3.4,7.0,.483,0.5,1.8,.294,2.9,5.2,.547,.520,1.4,1.9,.744,1.5,4.1,5.6,1.8,0.9,0.6,1.9,2.7,8.7,OKC,1782621.0,1930681.0,0.0,0.0,0.0,0.0,,0.0
459,"Rondo, Rajon",PG,34,TOT,45,3,17.1,2.1,4.8,.442,0.8,2.0,.404,1.3,2.8,.468,.526,0.4,0.4,.941,0.4,2.0,2.4,4.4,0.8,0.1,1.8,1.2,5.4,MEM,2641691.0,0.0,0.0,0.0,0.0,0.0,,4858309.0
460,"Rondo, Rajon",PG,34,TOT,45,3,17.1,2.1,4.8,.442,0.8,2.0,.404,1.3,2.8,.468,.526,0.4,0.4,.941,0.4,2.0,2.4,4.4,0.8,0.1,1.8,1.2,5.4,CLE,2641691.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2641691.0
461,"Rondo, Rajon",PG,34,ATL,27,2,14.9,1.6,4.1,.400,0.6,1.7,.378,1.0,2.4,.415,.477,0.0,0.1,.500,0.1,1.9,2.0,3.5,0.7,0.1,1.4,0.9,3.9,MEM,2641691.0,0.0,0.0,0.0,0.0,0.0,,4858309.0
462,"Rondo, Rajon",PG,34,ATL,27,2,14.9,1.6,4.1,.400,0.6,1.7,.378,1.0,2.4,.415,.477,0.0,0.1,.500,0.1,1.9,2.0,3.5,0.7,0.1,1.4,0.9,3.9,CLE,2641691.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2641691.0
463,"Rondo, Rajon",PG,34,LAC,18,1,20.4,2.8,5.8,.486,1.1,2.4,.432,1.8,3.4,.525,.576,0.8,0.8,1.000,0.8,2.3,3.1,5.8,1.0,0.1,2.2,1.6,7.6,MEM,2641691.0,0.0,0.0,0.0,0.0,0.0,,4858309.0
464,"Rondo, Rajon",PG,34,LAC,18,1,20.4,2.8,5.8,.486,1.1,2.4,.432,1.8,3.4,.525,.576,0.8,0.8,1.000,0.8,2.3,3.1,5.8,1.0,0.1,2.2,1.6,7.6,CLE,2641691.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2641691.0
465,"Rose, Derrick",PG,32,TOT,50,3,25.6,5.7,12.2,.470,1.0,2.6,.388,4.7,9.6,.492,.511,2.2,2.5,.866,0.4,2.2,2.6,4.2,1.0,0.4,1.6,1.1,14.7,NYK,13445120.0,14520730.0,15596339.0,0.0,0.0,0.0,Early Bird,27965850.0
466,"Rose, Derrick",PG,32,DET,15,0,22.8,5.3,12.3,.429,0.9,2.6,.333,4.4,9.7,.455,.465,2.8,3.3,.840,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2,NYK,13445120.0,14520730.0,15596339.0,0.0,0.0,0.0,Early Bird,27965850.0
467,"Rose, Derrick",PG,32,NYK,35,3,26.8,5.9,12.2,.487,1.1,2.6,.411,4.9,9.6,.507,.530,1.9,2.2,.883,0.4,2.5,2.9,4.2,0.9,0.4,1.4,1.1,14.9,NYK,13445120.0,14520730.0,15596339.0,0.0,0.0,0.0,Early Bird,27965850.0
468,"Ross, Terrence",SG,29,ORL,46,2,29.3,5.5,13.4,.412,1.9,5.7,.337,3.6,7.7,.469,.485,2.6,3.0,.870,0.3,3.1,3.4,2.3,1.0,0.5,1.6,1.9,15.6,ORL,12500000.0,11500000.0,0.0,0.0,0.0,0.0,Bird Rights,24000000.0
469,"Rozier, Terry",SG,26,CHO,69,69,34.5,7.4,16.4,.450,3.2,8.3,.389,4.2,8.2,.512,.548,2.4,2.9,.817,0.7,3.7,4.4,4.2,1.3,0.4,1.9,1.7,20.4,CHO,17905263.0,21486316.0,23205221.0,24924126.0,26643031.0,0.0,Sign and Trade,114163957.0
470,"Rubio, Ricky",PG,30,MIN,68,51,26.1,2.8,7.3,.388,1.0,3.1,.308,1.9,4.2,.447,.454,1.9,2.2,.867,0.4,2.9,3.3,6.4,1.4,0.1,1.6,2.0,8.6,CLE,17809524.0,0.0,0.0,0.0,0.0,0.0,Cap Space,17809524.0
471,"Russell, D'Angelo",PG,24,MIN,42,26,28.5,6.7,15.5,.431,2.9,7.4,.387,3.8,8.1,.471,.523,2.7,3.5,.765,0.4,2.3,2.6,5.8,1.1,0.4,2.7,1.6,19.0,MIN,30013500.0,31377750.0,0.0,0.0,0.0,0.0,Sign and Trade,61391250.0
472,"Sabonis, Domantas",PF,24,IND,62,62,36.0,7.8,14.6,.535,0.8,2.6,.321,7.0,12.0,.582,.564,3.9,5.3,.732,2.4,9.5,12.0,6.7,1.2,0.5,3.4,3.3,20.3,IND,18562500.0,19937500.0,21312500.0,0.0,0.0,0.0,1st Round pick,59812500.0
473,"Šamanić, Luka",PF,21,SAS,33,4,9.3,1.4,3.2,.448,0.4,1.3,.279,1.1,1.9,.565,.505,0.5,0.9,.552,0.5,1.6,2.1,0.5,0.2,0.2,0.6,1.3,3.7,SAS,0.0,0.0,0.0,0.0,0.0,0.0,,2959080.0
474,"Šarić, Dario",C,26,PHO,50,4,17.4,3.1,6.8,.447,0.9,2.7,.348,2.1,4.1,.512,.516,1.7,2.0,.848,0.9,2.9,3.8,1.3,0.6,0.1,1.1,1.9,8.7,PHO,9000000.0,9666667.0,0.0,0.0,0.0,0.0,Bird,18666667.0
475,"Satoranský, Tomáš",SG,29,CHI,58,18,22.5,2.9,5.7,.514,0.7,2.0,.356,2.2,3.6,.602,.578,1.2,1.4,.848,0.5,1.9,2.4,4.7,0.7,0.2,1.7,1.5,7.7,NOP,10000000.0,0.0,0.0,0.0,0.0,0.0,Sign and Trade,5000000.0
476,"Schröder, Dennis",SG,27,LAL,61,61,32.1,5.4,12.5,.437,1.2,3.5,.335,4.3,9.0,.476,.484,3.4,4.0,.848,0.5,3.0,3.5,5.8,1.1,0.2,2.7,2.6,15.4,BOS,5890000.0,0.0,0.0,0.0,0.0,0.0,Mini MLE,5890000.0
477,"Sexton, Collin",SG,22,CLE,60,60,35.3,8.8,18.4,.475,1.6,4.4,.371,7.1,14.0,.508,.519,5.2,6.4,.815,1.0,2.2,3.1,4.4,1.0,0.2,2.8,2.6,24.3,CLE,6349671.0,0.0,0.0,0.0,0.0,0.0,1st Round Pick,6349671.0
478,"Shamet, Landry",SG,23,BRK,61,12,23.0,3.0,7.5,.408,2.1,5.5,.387,0.9,2.0,.463,.549,1.1,1.3,.846,0.2,1.7,1.8,1.6,0.5,0.2,0.8,1.5,9.3,PHO,3768342.0,9598214.0,10366071.0,11133929.0,11901786.0,0.0,1st Round Pick,46768342.0
479,"Siakam, Pascal",PF,26,TOR,56,56,35.8,7.8,17.2,.455,1.3,4.4,.297,6.5,12.8,.509,.493,4.4,5.4,.827,1.7,5.5,7.2,4.5,1.1,0.7,2.3,3.1,21.4,TOR,31320000.0,33640000.0,35960000.0,0.0,0.0,0.0,1st Round pick,100920000.0
480,"Simmons, Ben",PG,24,PHI,58,58,32.4,5.6,10.1,.557,0.1,0.2,.300,5.6,9.9,.562,.560,3.0,4.9,.613,1.6,5.6,7.2,6.9,1.6,0.6,3.0,2.9,14.3,PHI,31590000.0,33930000.0,36270000.0,38610000.0,0.0,0.0,1st Round pick,140400000.0
481,"Simons, Anfernee",SG,21,POR,64,0,17.3,2.6,6.3,.419,1.9,4.4,.426,0.8,1.9,.403,.569,0.7,0.9,.807,0.2,2.0,2.2,1.4,0.3,0.1,0.7,1.5,7.8,POR,3938818.0,0.0,0.0,0.0,0.0,0.0,1st Round Pick,3938818.0
482,"Smart, Marcus",PG,26,BOS,48,45,32.9,4.2,10.6,.398,1.9,5.9,.330,2.3,4.8,.482,.489,2.7,3.4,.790,0.8,2.7,3.5,5.7,1.5,0.5,2.0,2.6,13.1,BOS,14339285.0,16607142.0,18583713.0,19960285.0,21336856.0,0.0,Bird Rights,90827281.0
483,"Jr., Smith, Dennis",PG,23,TOT,23,9,18.3,2.5,6.3,.400,0.8,2.5,.328,1.7,3.8,.448,.466,0.8,1.1,.731,0.5,1.9,2.4,3.3,1.0,0.6,1.1,1.6,6.7,POR,1789256.0,0.0,0.0,0.0,0.0,0.0,,0.0
484,"Jr., Smith, Dennis",PG,23,NYK,3,0,9.3,0.7,3.3,.200,0.0,1.3,.000,0.7,2.0,.333,.200,1.7,2.0,.833,0.0,0.7,0.7,1.0,1.0,0.0,0.3,1.3,3.0,POR,1789256.0,0.0,0.0,0.0,0.0,0.0,,0.0
485,"Jr., Smith, Dennis",PG,23,DET,20,9,19.6,2.8,6.8,.415,1.0,2.7,.352,1.9,4.1,.457,.485,0.7,1.0,.700,0.6,2.1,2.7,3.7,1.0,0.7,1.3,1.7,7.3,POR,1789256.0,0.0,0.0,0.0,0.0,0.0,,0.0
486,"Smith, Ish",PG,32,WAS,44,1,21.0,2.9,6.8,.434,0.4,1.1,.367,2.5,5.6,.448,.465,0.4,0.8,.576,0.5,2.9,3.4,3.9,0.7,0.3,0.9,1.4,6.7,CHO,4500000.0,4725000.0,0.0,0.0,0.0,0.0,Room Exception,4500000.0
487,"Smith, Jalen",PF,20,PHO,27,1,5.8,0.8,1.9,.440,0.1,0.6,.235,0.7,1.2,.545,.480,0.2,0.3,.714,0.3,1.1,1.4,0.1,0.0,0.2,0.3,0.6,2.0,PHO,4458000.0,4670160.0,5954454.0,0.0,0.0,0.0,1st Round Pick,4458000.0
488,"Snell, Tony",SG,29,ATL,47,23,21.1,1.9,3.6,.515,1.3,2.3,.569,0.6,1.3,.419,.696,0.2,0.2,1.000,0.4,2.0,2.4,1.3,0.3,0.2,0.4,1.6,5.3,POR,2389641.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2389641.0
489,"Stevens, Lamar",PF,23,CLE,40,0,12.5,1.6,3.4,.456,0.1,0.6,.160,1.5,2.8,.523,.471,0.9,1.3,.725,0.6,1.8,2.4,0.6,0.4,0.3,0.6,1.3,4.1,CLE,1517981.0,1782621.0,1930681.0,0.0,0.0,0.0,,0.0
490,"Stewart, Isaiah",C,19,DET,68,14,21.4,3.3,6.0,.553,0.3,0.9,.333,3.0,5.1,.592,.578,0.9,1.4,.696,2.3,4.3,6.7,0.9,0.6,1.3,1.0,2.7,7.9,DET,3277080.0,3433320.0,5266713.0,0.0,0.0,0.0,1st Round Pick,6710400.0
491,"Strus, Max",SF,24,MIA,39,0,13.0,2.2,4.8,.455,1.3,3.8,.338,0.9,1.0,.897,.588,0.4,0.6,.667,0.1,0.9,1.1,0.6,0.3,0.1,0.2,1.1,6.1,MIA,1669178.0,1815677.0,0.0,0.0,0.0,0.0,Minimum Salary,1669178.0
492,"Tate, Jae'Sean",SF,25,HOU,70,58,29.2,4.5,8.9,.506,0.9,2.8,.308,3.7,6.1,.595,.554,1.5,2.1,.694,1.9,3.5,5.3,2.5,1.2,0.5,1.4,3.2,11.3,HOU,1517981.0,1782621.0,0.0,0.0,0.0,0.0,,0.0
493,"Tatum, Jayson",SF,22,BOS,64,64,35.8,9.5,20.6,.459,2.9,7.6,.386,6.5,13.0,.502,.530,4.6,5.3,.868,0.8,6.6,7.4,4.3,1.2,0.5,2.7,1.9,26.4,BOS,28103550.0,30351834.0,32600118.0,34848402.0,37096686.0,0.0,Bird,125903904.0
494,"Temple, Garrett",SG,34,CHI,56,25,27.3,2.8,6.8,.415,1.2,3.6,.335,1.6,3.2,.503,.503,0.7,0.9,.800,0.5,2.3,2.9,2.2,0.8,0.5,1.0,2.3,7.6,NOP,4910000.0,5155500.0,5401000.0,0.0,0.0,0.0,Sign and Trade,10065500.0
495,"Terry, Tyrell",PG,20,DAL,11,0,5.1,0.5,1.5,.313,0.0,0.6,.000,0.5,0.8,.556,.313,0.1,0.3,.333,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.2,1.0,DAL,1517981.0,1782621.0,0.0,0.0,0.0,0.0,,3300602.0
496,"Terry, Tyrell",PG,20,DAL,11,0,5.1,0.5,1.5,.313,0.0,0.6,.000,0.5,0.8,.556,.313,0.1,0.3,.333,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.2,1.0,MEM,1517981.0,1782621.0,0.0,0.0,0.0,0.0,,85578.0
497,"Theis, Daniel",C,28,TOT,65,51,24.6,3.9,7.2,.541,0.8,2.3,.322,3.1,4.8,.646,.593,1.1,1.7,.673,1.4,4.0,5.5,1.7,0.6,0.9,1.0,2.6,9.6,HOU,8372093.0,8790698.0,9209302.0,9627907.0,0.0,0.0,Sign and Trade,36000000.0
498,"Theis, Daniel",C,28,BOS,42,37,24.5,3.8,6.9,.552,0.8,2.3,.347,3.0,4.6,.653,.609,1.1,1.6,.687,1.3,4.0,5.2,1.6,0.6,1.0,1.0,2.9,9.5,HOU,8372093.0,8790698.0,9209302.0,9627907.0,0.0,0.0,Sign and Trade,36000000.0
499,"Theis, Daniel",C,28,CHI,23,14,25.0,4.0,7.7,.522,0.7,2.5,.281,3.3,5.3,.636,.567,1.2,1.9,.651,1.7,4.2,5.9,1.8,0.7,0.6,1.1,2.0,10.0,HOU,8372093.0,8790698.0,9209302.0,9627907.0,0.0,0.0,Sign and Trade,36000000.0
500,"Thomas, Matt",SG,26,TOT,45,0,7.2,1.1,2.8,.394,0.6,1.8,.338,0.5,1.0,.489,.500,0.3,0.3,.857,0.2,0.8,1.0,0.4,0.1,0.0,0.3,0.4,3.1,CHI,1669178.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,1669178.0
501,"Thomas, Matt",SG,26,TOR,26,0,7.4,0.9,2.4,.387,0.7,1.6,.415,0.3,0.8,.333,.524,0.2,0.3,.857,0.1,0.7,0.8,0.3,0.1,0.0,0.2,0.4,2.7,CHI,1669178.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,1669178.0
502,"Thomas, Matt",SG,26,UTA,19,0,7.1,1.4,3.4,.400,0.5,2.1,.256,0.8,1.4,.615,.477,0.3,0.4,.857,0.2,1.0,1.2,0.5,0.1,0.0,0.4,0.4,3.6,CHI,1669178.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,1669178.0
503,"Thompson, Tristan",PF,29,BOS,54,43,23.8,3.1,6.0,.518,0.0,0.1,.000,3.1,6.0,.523,.518,1.3,2.2,.592,3.1,5.0,8.1,1.2,0.4,0.6,1.1,2.2,7.6,SAC,9720900.0,0.0,0.0,0.0,0.0,0.0,MLE,9720900.0
504,"Thybulle, Matisse",SG,23,PHI,65,8,20.0,1.6,3.7,.420,0.7,2.2,.301,0.9,1.5,.590,.508,0.1,0.3,.444,0.5,1.4,1.9,1.0,1.6,1.1,0.5,2.0,3.9,PHI,2840160.0,4379527.0,0.0,0.0,0.0,0.0,1st Round Pick,7219687.0
505,"Tillie, Killian",C,22,MEM,18,1,10.1,1.1,3.2,.333,0.6,1.8,.303,0.5,1.3,.375,.421,0.5,0.6,.818,0.3,1.0,1.3,0.4,0.3,0.4,0.1,1.1,3.2,MEM,2000000.0,2000000.0,0.0,0.0,0.0,0.0,Room Exception,4000000.0
506,"Sr., Tillman, Xavier",PF,22,MEM,59,12,18.4,2.8,5.1,.559,0.4,1.1,.338,2.5,4.0,.620,.595,0.6,0.9,.642,1.3,3.1,4.3,1.3,0.7,0.6,0.8,2.0,6.6,MEM,1517981.0,1782621.0,1930681.0,0.0,0.0,0.0,MLE,3300602.0
507,"Toppin, Obi",PF,22,NYK,62,0,11.0,1.7,3.4,.498,0.4,1.4,.306,1.3,2.0,.629,.560,0.3,0.4,.731,0.4,1.8,2.2,0.5,0.3,0.2,0.4,0.9,4.1,NYK,5105160.0,5348280.0,6803012.0,0.0,0.0,0.0,1st Round Pick,10453440.0
508,"Toscano-Anderson, Juan",SG,27,GSW,53,16,20.9,2.3,3.9,.579,0.7,1.7,.402,1.6,2.2,.718,.667,0.4,0.6,.710,0.5,3.9,4.4,2.8,0.8,0.5,1.2,2.1,5.7,GSW,1701593.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,1701593.0
509,"Towns, Karl-Anthony",C,25,MIN,50,50,33.8,8.5,17.5,.486,2.4,6.3,.387,6.1,11.2,.541,.555,5.3,6.2,.859,2.7,7.9,10.6,4.5,0.8,1.1,3.2,3.7,24.8,MIN,31610000.0,33790000.0,35970000.0,0.0,0.0,0.0,1st Round Pick,101370000.0
510,"Jr., Trent, Gary",SG,22,TOT,58,38,31.1,5.5,13.5,.408,2.8,7.4,.385,2.7,6.1,.435,.513,1.4,1.8,.783,0.5,2.2,2.6,1.4,1.0,0.2,0.7,1.6,15.3,TOR,16000000.0,17280000.0,18560000.0,0.0,0.0,0.0,Bird,33280000.0
511,"Jr., Trent, Gary",SG,22,POR,41,23,30.8,5.3,12.8,.414,3.0,7.4,.397,2.3,5.3,.438,.530,1.4,1.8,.773,0.5,1.7,2.2,1.4,0.9,0.1,0.8,1.5,15.0,TOR,16000000.0,17280000.0,18560000.0,0.0,0.0,0.0,Bird,33280000.0
512,"Jr., Trent, Gary",SG,22,TOR,17,15,31.8,6.1,15.4,.395,2.6,7.3,.355,3.5,8.1,.431,.479,1.5,1.8,.806,0.4,3.2,3.6,1.3,1.1,0.2,0.7,1.7,16.2,TOR,16000000.0,17280000.0,18560000.0,0.0,0.0,0.0,Bird,33280000.0
513,"Tucker, P.J.",PF,35,TOT,52,33,26.1,1.3,3.4,.373,0.8,2.3,.336,0.5,1.1,.448,.486,0.4,0.5,.750,1.0,2.9,3.9,1.2,0.8,0.4,0.8,2.4,3.7,MIA,7000000.0,7350000.0,0.0,0.0,0.0,0.0,MLE,7000000.0
514,"Tucker, P.J.",PF,35,HOU,32,32,30.0,1.5,4.1,.366,0.8,2.7,.314,0.7,1.4,.467,.469,0.6,0.7,.783,1.0,3.6,4.6,1.4,0.9,0.6,1.0,2.8,4.4,MIA,7000000.0,7350000.0,0.0,0.0,0.0,0.0,MLE,7000000.0
515,"Tucker, P.J.",PF,35,MIL,20,1,19.9,0.9,2.3,.391,0.7,1.7,.394,0.3,0.7,.385,.533,0.2,0.3,.600,0.9,1.9,2.8,0.8,0.5,0.1,0.4,1.7,2.6,MIA,7000000.0,7350000.0,0.0,0.0,0.0,0.0,MLE,7000000.0
516,"Turner, Myles",C,24,IND,47,47,31.0,4.4,9.2,.477,1.5,4.4,.335,2.9,4.8,.606,.557,2.4,3.0,.782,1.3,5.2,6.5,1.0,0.9,3.4,1.4,3.5,12.6,IND,18000000.0,18000000.0,0.0,0.0,0.0,0.0,1st Round pick,36000000.0
517,"Valančiūnas, Jonas",C,28,MEM,62,61,28.3,7.1,12.0,.592,0.3,0.9,.368,6.8,11.1,.611,.606,2.5,3.3,.773,4.1,8.4,12.5,1.8,0.6,0.9,1.6,2.9,17.1,NOP,14000000.0,14700000.0,15435000.0,0.0,0.0,0.0,Bird Rights,44135000.0
518,"Vanderbilt, Jarred",PF,21,MIN,64,30,17.8,2.2,3.7,.606,0.0,0.1,.200,2.2,3.6,.615,.608,0.9,1.6,.559,1.8,3.9,5.8,1.2,1.0,0.7,0.8,1.9,5.4,MIN,4259259.0,4600000.0,4940741.0,0.0,0.0,0.0,Bird,13800000.0
519,"VanVleet, Fred",SG,26,TOR,52,52,36.5,6.5,16.7,.389,3.3,9.2,.366,3.2,7.6,.416,.489,3.3,3.7,.885,0.6,3.6,4.2,6.3,1.7,0.7,1.8,2.3,19.6,TOR,19675926.0,21250000.0,22824074.0,0.0,0.0,0.0,Bird,40925926.0
520,"Vassell, Devin",SF,20,SAS,62,7,17.0,2.0,4.9,.406,0.8,2.4,.347,1.1,2.5,.464,.492,0.7,0.8,.843,0.4,2.4,2.8,0.9,0.7,0.3,0.4,1.4,5.5,SAS,4235160.0,4437000.0,5887899.0,0.0,0.0,0.0,1st Round Pick,8672160.0
521,"Vincent, Gabe",PG,24,MIA,50,7,13.1,1.8,4.7,.378,0.9,3.0,.309,0.8,1.7,.500,.476,0.4,0.5,.870,0.2,0.9,1.1,1.3,0.4,0.0,0.7,1.6,4.8,MIA,1669178.0,1815677.0,0.0,0.0,0.0,0.0,Minimum Salary,1669178.0
522,"Vučević, Nikola",C,30,TOT,70,70,33.5,9.5,19.9,.477,2.5,6.3,.400,7.0,13.7,.513,.540,1.9,2.2,.840,2.1,9.6,11.7,3.8,0.9,0.7,1.8,2.0,23.4,CHI,24000000.0,22000000.0,0.0,0.0,0.0,0.0,Bird Rights,46000000.0
523,"Vučević, Nikola",C,30,ORL,44,44,34.1,9.9,20.6,.480,2.7,6.5,.406,7.3,14.1,.515,.545,2.1,2.5,.827,2.0,9.8,11.8,3.8,1.0,0.6,1.9,1.8,24.5,CHI,24000000.0,22000000.0,0.0,0.0,0.0,0.0,Bird Rights,46000000.0
524,"Vučević, Nikola",C,30,CHI,26,26,32.6,8.8,18.8,.471,2.3,5.8,.388,6.6,12.9,.509,.532,1.5,1.8,.870,2.3,9.3,11.5,3.9,0.9,0.8,1.7,2.2,21.5,CHI,24000000.0,22000000.0,0.0,0.0,0.0,0.0,Bird Rights,46000000.0
525,"Wade, Dean",PF,24,CLE,63,19,19.2,2.1,4.9,.431,1.2,3.4,.366,0.9,1.6,.571,.556,0.5,0.6,.769,0.6,2.8,3.4,1.2,0.6,0.3,0.5,1.2,6.0,CLE,1782621.0,1930681.0,0.0,0.0,0.0,0.0,,0.0
526,"Wagner, Moritz",C,23,TOT,45,24,16.0,2.3,5.1,.454,0.7,2.0,.341,1.6,3.1,.529,.522,1.6,1.9,.816,0.6,2.6,3.2,1.1,0.6,0.4,1.0,2.4,6.9,ORL,1729217.0,1878720.0,0.0,0.0,0.0,0.0,Minimum Salary,1729217.0
527,"Wagner, Moritz",C,23,WAS,25,13,15.0,2.5,4.9,.508,0.5,1.7,.310,2.0,3.2,.613,.561,1.6,2.1,.788,0.5,2.4,2.9,1.3,0.9,0.3,0.8,2.5,7.1,ORL,1729217.0,1878720.0,0.0,0.0,0.0,0.0,Minimum Salary,1729217.0
528,"Wagner, Moritz",C,23,BOS,9,1,6.8,0.4,1.6,.286,0.2,0.7,.333,0.2,0.9,.250,.357,0.1,0.2,.500,0.3,1.8,2.1,0.7,0.0,0.1,1.0,1.1,1.2,ORL,1729217.0,1878720.0,0.0,0.0,0.0,0.0,Minimum Salary,1729217.0
529,"Wagner, Moritz",C,23,ORL,11,10,26.0,3.5,8.5,.409,1.5,3.9,.372,2.0,4.5,.440,.495,2.6,3.0,.879,1.0,3.9,4.9,1.1,0.4,0.8,1.2,3.3,11.0,ORL,1729217.0,1878720.0,0.0,0.0,0.0,0.0,Minimum Salary,1729217.0
530,"Walker, Kemba",PG,30,BOS,43,43,31.8,6.6,15.7,.420,3.0,8.2,.360,3.7,7.5,.486,.514,3.1,3.5,.899,0.4,3.6,4.0,4.9,1.1,0.3,2.0,1.4,19.3,OKC,8729020.0,9165471.0,0.0,0.0,0.0,0.0,,53669500.0
531,"Walker, Kemba",PG,30,BOS,43,43,31.8,6.6,15.7,.420,3.0,8.2,.360,3.7,7.5,.486,.514,3.1,3.5,.899,0.4,3.6,4.0,4.9,1.1,0.3,2.0,1.4,19.3,NYK,8729020.0,9165471.0,0.0,0.0,0.0,0.0,Cap Space,17894491.0
532,"IV, Walker, Lonnie",SG,22,SAS,60,38,25.4,4.3,10.2,.420,1.7,4.7,.355,2.6,5.5,.477,.502,1.0,1.2,.814,0.2,2.4,2.6,1.7,0.5,0.3,1.1,1.7,11.2,SAS,4447896.0,0.0,0.0,0.0,0.0,0.0,1st Round Pick,4447896.0
533,"Wall, John",PG,30,HOU,40,40,32.2,7.3,18.2,.404,2.0,6.2,.317,5.4,11.9,.449,.458,4.0,5.3,.749,0.4,2.8,3.2,6.9,1.1,0.8,3.5,1.2,20.6,HOU,44310840.0,47366760.0,0.0,0.0,0.0,0.0,Bird Rights,44310840.0
534,"Wanamaker, Brad",PG,31,TOT,61,0,17.3,1.9,4.9,.385,0.3,1.4,.188,1.6,3.5,.463,.411,1.5,1.7,.891,0.3,1.4,1.7,2.9,0.7,0.2,1.2,1.5,5.5,IND,705598.0,0.0,0.0,0.0,0.0,0.0,,705598.0
535,"Wanamaker, Brad",PG,31,TOT,61,0,17.3,1.9,4.9,.385,0.3,1.4,.188,1.6,3.5,.463,.411,1.5,1.7,.891,0.3,1.4,1.7,2.9,0.7,0.2,1.2,1.5,5.5,WAS,705598.0,0.0,0.0,0.0,0.0,0.0,,99380.0
536,"Wanamaker, Brad",PG,31,GSW,39,0,16.0,1.6,4.4,.353,0.3,1.6,.213,1.2,2.9,.429,.390,1.3,1.4,.893,0.2,1.5,1.7,2.5,0.7,0.2,0.9,1.4,4.7,IND,705598.0,0.0,0.0,0.0,0.0,0.0,,705598.0
537,"Wanamaker, Brad",PG,31,GSW,39,0,16.0,1.6,4.4,.353,0.3,1.6,.213,1.2,2.9,.429,.390,1.3,1.4,.893,0.2,1.5,1.7,2.5,0.7,0.2,0.9,1.4,4.7,WAS,705598.0,0.0,0.0,0.0,0.0,0.0,,99380.0
538,"Wanamaker, Brad",PG,31,CHO,22,0,19.5,2.5,5.7,.429,0.1,1.1,.125,2.3,4.6,.500,.440,1.8,2.0,.889,0.5,1.3,1.8,3.4,0.8,0.2,1.5,1.8,6.9,IND,705598.0,0.0,0.0,0.0,0.0,0.0,,705598.0
539,"Wanamaker, Brad",PG,31,CHO,22,0,19.5,2.5,5.7,.429,0.1,1.1,.125,2.3,4.6,.500,.440,1.8,2.0,.889,0.5,1.3,1.8,3.4,0.8,0.2,1.5,1.8,6.9,WAS,705598.0,0.0,0.0,0.0,0.0,0.0,,99380.0
540,"Warren, T.J.",SF,27,IND,4,4,29.3,6.8,12.8,.529,0.0,1.8,.000,6.8,11.0,.614,.529,2.0,2.5,.800,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0,15.5,IND,12690000.0,0.0,0.0,0.0,0.0,0.0,1st Round Pick,12690000.0
541,"Washington, P.J.",PF,22,CHO,64,61,30.5,4.7,10.7,.440,1.8,4.5,.386,3.0,6.2,.480,.522,1.7,2.3,.745,1.5,5.1,6.5,2.5,1.1,1.2,2.0,2.7,12.9,CHO,4215120.0,5808435.0,0.0,0.0,0.0,0.0,1st Round Pick,10023555.0
542,"Watanabe, Yuta",SF,26,TOR,50,4,14.5,1.6,3.6,.439,0.7,1.8,.400,0.9,1.8,.478,.539,0.5,0.6,.828,0.7,2.5,3.2,0.8,0.5,0.4,0.4,1.1,4.4,TOR,1762769.0,0.0,0.0,0.0,0.0,0.0,,0.0
543,"Weatherspoon, Quinndary",SG,24,SAS,20,0,6.1,0.8,1.8,.457,0.1,0.3,.167,0.8,1.5,.517,.471,0.7,0.8,.813,0.2,0.4,0.6,0.4,0.4,0.1,0.5,0.9,2.3,GSW,0.0,0.0,0.0,0.0,0.0,0.0,,95930.0
